Execution,Algorithm,Workflow,Hosts,Best ENERGY,Mean ENERGY,Min ENERGY,Max ENERGY,Best MAKESPAN,Mean MAKESPAN,Min MAKESPAN,Max MAKESPAN
1000genome-chameleon-2ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,2,1554593.581174,1554621.857400,1554593.581174,1554658.669473,2703.656774,2703.711856,2703.656774,2703.771542
1000genome-chameleon-2ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,4,1553431.454634,1563522.913701,1553431.454634,1579500.725181,1365.952801,1386.621482,1365.952801,1405.741644
1000genome-chameleon-2ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,8,1564856.337897,1596578.216890,1564856.337897,1637089.049784,743.250204,781.107481,743.250204,814.988733
1000genome-chameleon-2ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-2ch-250k-001,16,1648056.750751,1688963.099901,1648056.750751,1728306.480483,475.973447,489.259319,475.973447,505.135547
1000genome-chameleon-4ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,2,4116369.570929,4117351.816828,4116369.570929,4118018.795692,7159.276830,7160.845848,7159.276830,7162.120127
1000genome-chameleon-4ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,4,3938064.540318,4104688.787394,3938064.540318,4130757.658421,3591.728977,3600.308433,3591.728977,3606.109180
1000genome-chameleon-4ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,8,4114174.661196,4141162.817912,4114174.661196,4181719.359720,1838.719344,1870.866370,1838.719344,1899.596481
1000genome-chameleon-4ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-4ch-250k-001,16,4125397.216925,4208752.785239,4125397.216925,4290249.149874,1001.649770,1020.871522,1001.649770,1046.025417
1000genome-chameleon-12ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,2,9837473.325004,9838673.639647,9837473.325004,9839975.116474,17109.073578,17110.882136,17109.073578,17113.044689
1000genome-chameleon-12ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,4,9602723.559402,9799186.952941,9602723.559402,9854835.195215,8564.288232,8578.787475,8564.288232,8590.147908
1000genome-chameleon-12ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,8,9832092.027487,9861818.368508,9832092.027487,9890523.648700,4320.210825,4343.206936,4320.210825,4362.710993
1000genome-chameleon-12ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-12ch-250k-001,16,9816176.107567,9859817.007395,9816176.107567,9921911.173777,2194.773393,2226.889649,2194.773393,2250.598095
1000genome-chameleon-18ch-250k-001-hosts-2-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,2,14915666.055175,14916963.488713,14915666.055175,14918550.160898,25940.418336,25942.935067,25940.418336,25947.096516
1000genome-chameleon-18ch-250k-001-hosts-4-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,4,14284184.578572,14723550.194423,14284184.578572,14921849.575653,12974.964655,12991.105376,12974.964655,13010.004040
1000genome-chameleon-18ch-250k-001-hosts-8-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,8,14445509.168957,14802627.560128,14445509.168957,14952720.225488,6534.752280,6549.494234,6534.752280,6556.727610
1000genome-chameleon-18ch-250k-001-hosts-16-multi-energy-mono,multi-energy-mono,1000genome-chameleon-18ch-250k-001,16,14799253.922324,14913149.238522,14799253.922324,14982846.361236,3298.624538,3336.356137,3298.624538,3386.407957
cycles-chameleon-1l-1c-9p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,2,281735.817777,287391.428924,281735.817777,289060.363324,502.659328,502.693673,502.659328,502.741797
cycles-chameleon-1l-1c-9p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,4,281479.304111,286778.404285,281479.304111,288015.680712,288.623081,289.230046,288.623081,290.141902
cycles-chameleon-1l-1c-9p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,8,298809.974423,303345.271865,298809.974423,305200.899959,195.637522,197.219045,195.637522,199.490021
cycles-chameleon-1l-1c-9p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-1l-1c-9p-001,16,373463.215548,384670.538984,373463.215548,390734.312087,169.446672,170.800621,169.446672,172.788090
cycles-chameleon-2l-1c-9p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,2,1206622.775185,1225717.996429,1206622.775185,1227916.823914,2135.351703,2135.411511,2135.351703,2135.603569
cycles-chameleon-2l-1c-9p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,4,1215250.934059,1225809.491681,1215250.934059,1232055.298827,1093.230486,1103.392074,1093.230486,1108.398377
cycles-chameleon-2l-1c-9p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,8,1221950.645775,1228095.547851,1221950.645775,1237657.407257,595.798079,599.272657,595.798079,603.848795
cycles-chameleon-2l-1c-9p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-9p-001,16,1230082.157405,1238736.700236,1230082.157405,1243694.460267,347.654851,350.464631,347.654851,353.477694
cycles-chameleon-2l-1c-12p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,2,2721262.904067,2767057.329485,2721262.904067,2782412.464515,4838.887100,4838.982958,4838.887100,4839.127893
cycles-chameleon-2l-1c-12p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,4,2775862.195045,2779492.030714,2775862.195045,2780396.306126,2469.068112,2470.190835,2469.068112,2470.992576
cycles-chameleon-2l-1c-12p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,8,2774525.677220,2776585.143269,2774525.677220,2778033.433735,1286.346388,1287.949301,1286.346388,1290.140550
cycles-chameleon-2l-1c-12p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-2l-1c-12p-001,16,2765428.380791,2777100.275846,2765428.380791,2787908.285915,699.448599,700.940407,699.448599,703.917149
cycles-chameleon-5l-1c-12p-001-hosts-2-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,2,5262163.783845,5300179.132413,5262163.783845,5312487.609899,9239.002727,9239.069328,9239.002727,9239.154676
cycles-chameleon-5l-1c-12p-001-hosts-4-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,4,5307451.517960,5307972.285041,5307451.517960,5308803.348098,4710.823384,4712.099603,4710.823384,4713.821226
cycles-chameleon-5l-1c-12p-001-hosts-8-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,8,5297745.702147,5302924.588338,5297745.702147,5308362.697310,2450.066893,2454.027449,2450.066893,2456.214008
cycles-chameleon-5l-1c-12p-001-hosts-16-multi-energy-mono,multi-energy-mono,cycles-chameleon-5l-1c-12p-001,16,5292646.794226,5303837.431758,5292646.794226,5316888.052785,1331.127395,1335.356374,1331.127395,1339.358217
epigenomics-chameleon-hep-1seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,2,182700.118526,186763.958769,182700.118526,188112.727351,333.911867,336.979019,333.911867,345.973503
epigenomics-chameleon-hep-1seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,4,188571.405071,192056.900467,188571.405071,196569.182336,200.388924,207.324308,200.388924,215.547942
epigenomics-chameleon-hep-1seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,8,206994.264687,219869.287618,206994.264687,222837.573720,140.004555,152.600171,140.004555,166.084119
epigenomics-chameleon-hep-1seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-1seq-100k-001,16,216292.190429,228193.482825,216292.190429,244615.048723,122.260697,122.260697,122.260697,122.260697
epigenomics-chameleon-hep-6seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,2,4434848.523949,4439488.650476,4434848.523949,4447991.476401,7749.901793,7765.610899,7749.901793,7774.579290
epigenomics-chameleon-hep-6seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,4,4448717.238116,4453934.133004,4448717.238116,4461995.655861,3951.675262,3968.812013,3951.675262,3983.654681
epigenomics-chameleon-hep-6seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,8,4458202.419674,4518831.380543,4458202.419674,4603778.358335,2099.351720,2214.623749,2099.351720,2319.293399
epigenomics-chameleon-hep-6seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-hep-6seq-100k-001,16,4557303.877958,4643152.658220,4557303.877958,4710312.231420,1204.042031,1248.326798,1204.042031,1287.441943
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,2,865517.590509,870328.893696,865517.590509,872469.532577,1528.938763,1533.947597,1528.938763,1544.698899
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,4,874686.256641,878497.424409,874686.256641,884771.234433,795.794058,809.907443,795.794058,819.355408
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,8,892136.366426,905167.510984,892136.366426,918460.008291,451.890459,460.744953,451.890459,468.699791
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-1seq-100k-001,16,942554.282175,950637.069378,942554.282175,962462.159565,283.706641,287.956705,283.706641,294.127076
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-2-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,2,3885029.656700,3914233.507219,3885029.656700,3930737.778551,6848.086192,6873.294522,6848.086192,6886.834861
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-4-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,4,3897912.913125,3931122.377054,3897912.913125,3937780.175532,3521.618433,3526.006520,3521.618433,3531.378209
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-8-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,8,3972801.316774,3988032.558867,3972801.316774,4002192.919192,1858.105573,1864.655457,1858.105573,1869.577339
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-16-multi-energy-mono,multi-energy-mono,epigenomics-chameleon-ilmn-6seq-100k-001,16,4117502.698138,4151166.654343,4117502.698138,4192679.767782,1070.864635,1101.220434,1070.864635,1156.698629
montage-chameleon-2mass-01d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,2,122950.799001,123134.976893,122950.799001,123259.611737,213.992030,214.296417,213.992030,214.474246
montage-chameleon-2mass-01d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,4,124457.104682,125709.863571,124457.104682,126280.962755,115.675095,116.196519,115.675095,116.813713
montage-chameleon-2mass-01d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,8,131332.416162,131617.256693,131332.416162,132060.708876,67.255728,67.786876,67.255728,68.326162
montage-chameleon-2mass-01d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-01d-001,16,135384.706981,136141.740700,135384.706981,137273.132527,36.850870,37.078937,36.850870,37.209190
montage-chameleon-2mass-005d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,2,74769.778221,74898.254836,74769.778221,74979.478403,130.114624,130.312417,130.114624,130.450003
montage-chameleon-2mass-005d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,4,78080.072056,78623.245593,78080.072056,79209.774311,70.154810,70.870013,70.154810,71.555835
montage-chameleon-2mass-005d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,8,80543.239893,81243.747972,80543.239893,82567.155425,37.491266,37.843988,37.491266,38.197660
montage-chameleon-2mass-005d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-2mass-005d-001,16,87223.258739,90595.183257,87223.258739,91388.925727,26.554655,26.761513,26.554655,27.081808
montage-chameleon-dss-10d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,2,12509992.099715,12514431.226175,12509992.099715,12521874.589719,21757.307522,21768.503962,21757.307522,21790.170380
montage-chameleon-dss-10d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,4,12546060.997076,12565472.511725,12546060.997076,12635000.921344,10948.634449,10976.627064,10948.634449,11059.126946
montage-chameleon-dss-10d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,8,12579492.328874,12596433.617031,12579492.328874,12660206.661544,5514.040920,5558.224399,5514.040920,5592.398245
montage-chameleon-dss-10d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-10d-001,16,12575833.119582,12634868.222850,12575833.119582,12790238.895927,2986.679301,3024.630779,2986.679301,3068.294845
montage-chameleon-dss-125d-001-hosts-2-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,2,12587269.154156,12592741.305919,12587269.154156,12600231.849151,21895.279220,21905.218493,21895.279220,21932.438761
montage-chameleon-dss-125d-001-hosts-4-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,4,12655604.346213,12668776.435246,12655604.346213,12708657.076283,11041.211308,11056.757568,11041.211308,11082.603479
montage-chameleon-dss-125d-001-hosts-8-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,8,12723989.785482,12739008.703158,12723989.785482,12747540.917559,5580.773627,5593.671639,5580.773627,5611.147654
montage-chameleon-dss-125d-001-hosts-16-multi-energy-mono,multi-energy-mono,montage-chameleon-dss-125d-001,16,12753645.472867,12783089.144837,12753645.472867,12817193.278357,2851.054366,2888.847158,2851.054366,2912.888798
seismology-chameleon-100p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,2,24078.218152,24078.689720,24078.218152,24079.873652,41.889331,41.890971,41.889331,41.893542
seismology-chameleon-100p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,4,24079.199519,24090.016918,24079.199519,24105.246145,20.998903,21.024866,20.998903,21.039550
seismology-chameleon-100p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,8,24121.778589,24133.836376,24121.778589,24150.226807,10.601675,10.628961,10.601675,10.671194
seismology-chameleon-100p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-100p-001,16,24199.890004,24219.114112,24199.890004,24240.070638,5.375768,5.384519,5.375768,5.389679
seismology-chameleon-500p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,2,96468.913750,96469.684725,96468.913750,96471.153512,167.805767,167.807619,167.805767,167.811973
seismology-chameleon-500p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,4,96113.230164,96419.761427,96113.230164,96500.889444,84.106649,84.116690,84.106649,84.134231
seismology-chameleon-500p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,8,96567.184845,96586.634332,96567.184845,96603.574440,42.214204,42.239405,42.214204,42.257551
seismology-chameleon-500p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,16,96582.934032,96805.445461,96582.934032,96889.105521,21.325556,21.344854,21.325556,21.371773
seismology-chameleon-700p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,2,121096.421251,121097.024682,121096.421251,121098.453284,210.647338,210.648615,210.647338,210.651370
seismology-chameleon-700p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,4,119979.466875,120995.034583,119979.466875,121120.146824,105.582665,105.591805,105.582665,105.608772
seismology-chameleon-700p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,8,121221.127069,121236.107214,121221.127069,121260.371641,53.002831,53.025268,53.002831,53.052019
seismology-chameleon-700p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,16,121451.625255,121513.432419,121451.625255,121604.504090,26.748979,26.779422,26.748979,26.844970
seismology-chameleon-1000p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,2,180222.541013,180283.427343,180222.541013,180292.917420,313.604668,313.622555,313.604668,313.751000
seismology-chameleon-1000p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,4,180093.043045,180279.520346,180093.043045,180307.799579,157.148026,157.156105,157.148026,157.165475
seismology-chameleon-1000p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,8,179956.482598,180419.213161,179956.482598,180505.323155,78.859795,78.877224,78.859795,78.900515
seismology-chameleon-1000p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,16,180808.180479,180868.258453,180808.180479,180931.845273,39.747504,39.796118,39.747504,39.835916
soykb-chameleon-10fastq-10ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,2,4079881.846474,4081024.189980,4079881.846474,4082624.220181,7102.028580,7105.192006,7102.028580,7113.461887
soykb-chameleon-10fastq-10ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,4,4429851.707217,4437105.324509,4429851.707217,4447354.813315,4847.981316,4862.567592,4847.981316,4874.740110
soykb-chameleon-10fastq-10ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,8,5202552.328919,5214505.465309,5202552.328919,5230731.359706,3767.107484,3773.412280,3767.107484,3778.798792
soykb-chameleon-10fastq-10ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,16,6626260.946387,6724812.178330,6626260.946387,6756452.276643,3253.148100,3256.962460,3253.148100,3260.643017
soykb-chameleon-10fastq-20ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,2,8969672.273434,8971740.505244,8969672.273434,8974672.264080,16188.389647,16191.230971,16188.389647,16197.036359
soykb-chameleon-10fastq-20ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,4,9978266.896825,9997250.591340,9978266.896825,10030085.607583,11819.629258,11846.051149,11819.629258,11881.652303
soykb-chameleon-10fastq-20ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,8,12076238.988971,12094148.016213,12076238.988971,12124008.601788,9700.153359,9707.916938,9700.153359,9725.122249
soykb-chameleon-10fastq-20ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,16,16232208.828709,16253342.464635,16232208.828709,16268835.187264,8642.302808,8648.993788,8642.302808,8654.373673
soykb-chameleon-30fastq-10ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,2,12056445.770325,12058369.198151,12056445.770325,12061058.496235,21360.837714,21366.998677,21360.837714,21378.277978
soykb-chameleon-30fastq-10ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,4,12974662.814846,12986414.629569,12974662.814846,13006064.489987,14064.870377,14101.187687,14064.870377,14143.194352
soykb-chameleon-30fastq-10ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,8,14815335.035750,14850085.751716,14815335.035750,14872244.416438,10442.097844,10460.287936,10442.097844,10478.927599
soykb-chameleon-30fastq-10ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,16,18613296.438258,18653566.633777,18613296.438258,18685284.529318,8642.263215,8657.359032,8642.263215,8667.711097
soykb-chameleon-40fastq-20ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,2,34736707.804556,34740915.442727,34736707.804556,34749440.934872,63782.217352,63800.333885,63782.217352,63822.257808
soykb-chameleon-40fastq-20ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,4,39078699.117856,39095927.820988,39078699.117856,39114973.775445,47943.633017,47963.795178,47943.633017,47994.547675
soykb-chameleon-40fastq-20ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,8,47779027.381113,47825022.067116,47779027.381113,47866213.850245,39984.362145,40030.782772,39984.362145,40071.272176
soykb-chameleon-40fastq-20ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,16,65202526.780724,65260185.294144,65202526.780724,65308642.957944,36020.729965,36045.744860,36020.729965,36071.176982
srasearch-chameleon-10a-005-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,2,1834445.962971,2018934.913572,1834445.962971,2046374.352212,3552.270968,3556.965912,3552.270968,3560.522096
srasearch-chameleon-10a-005-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,4,1883137.542422,2027994.231466,1883137.542422,2060834.162123,1792.235636,1801.655874,1792.235636,1811.983580
srasearch-chameleon-10a-005-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,8,2050720.900107,2072847.768219,2050720.900107,2093664.340817,978.599879,998.803862,978.599879,1024.836932
srasearch-chameleon-10a-005-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,16,2512407.780128,2674271.095018,2512407.780128,2817673.422073,861.235326,861.235331,861.235326,861.235333
srasearch-chameleon-20a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,2,8564703.279582,10403679.182285,8564703.279582,10717407.556462,18627.342932,18636.654051,18627.342932,18646.224136
srasearch-chameleon-20a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,4,10719847.716607,10733213.370482,10719847.716607,10744321.737013,9336.842769,9351.977858,9336.842769,9380.600083
srasearch-chameleon-20a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,8,8449115.166689,10578501.933323,8449115.166689,10978782.100122,4934.216286,5026.828936,4934.216286,5251.288232
srasearch-chameleon-20a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,16,9550879.737760,11328846.824579,9550879.737760,12845137.042611,3962.516406,3962.516408,3962.516406,3962.516410
srasearch-chameleon-40a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,2,12727492.950589,12738229.798972,12727492.950589,12744830.689340,22143.402846,22156.297037,22143.402846,22166.986347
srasearch-chameleon-40a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,4,12750836.626964,12761243.704144,12750836.626964,12773165.117553,11098.358232,11106.825245,11098.358232,11118.108741
srasearch-chameleon-40a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,8,12392391.192230,12729071.689973,12392391.192230,12793899.060221,5556.617008,5562.069953,5556.617008,5575.128012
srasearch-chameleon-40a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,16,12744128.093502,12793605.241107,12744128.093502,12869952.148476,2823.353144,2889.434633,2823.353144,2999.659725
srasearch-chameleon-50a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,2,18250741.993951,19348569.273589,18250741.993951,19476693.054010,33858.931514,33867.799997,33858.931514,33875.999061
srasearch-chameleon-50a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,4,19480104.595567,19504092.441763,19480104.595567,19526197.943352,16953.262198,16974.960062,16953.262198,16995.703372
srasearch-chameleon-50a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,8,19482889.012297,19514624.606598,19482889.012297,19541347.170819,8498.022171,8504.873668,8498.022171,8525.164864
srasearch-chameleon-50a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,16,19523776.232347,19568860.209771,19523776.232347,19629397.274744,4272.926591,4331.541634,4272.926591,4425.332553
